2018-05-02 00:00:00,9.83
2018-05-03 00:00:00,9.79
2018-05-04 00:00:00,9.76
2018-05-07 00:00:00,9.78
2018-05-08 00:00:00,9.8
2018-05-09 00:00:00,9.9
2018-05-10 00:00:00,9.92
2018-05-11 00:00:00,9.92
2018-05-14 00:00:00,10.25
2018-05-15 00:00:00,10.1
2018-05-16 00:00:00,10.3
2018-05-17 00:00:00,10.35
2018-05-18 00:00:00,10.4
2018-05-21 00:00:00,11.0
2018-05-22 00:00:00,11.1
2018-05-23 00:00:00,10.8
2018-05-24 00:00:00,11.25
2018-05-25 00:00:00,10.85
2018-05-28 00:00:00,10.55
2018-05-29 00:00:00,10.55
2018-05-30 00:00:00,10.2
2018-05-31 00:00:00,10.45
2018-06-01 00:00:00,10.45
2018-06-04 00:00:00,10.55
2018-06-05 00:00:00,10.55
2018-06-06 00:00:00,10.45
2018-06-07 00:00:00,10.6
2018-06-08 00:00:00,10.6
2018-06-11 00:00:00,10.85
2018-06-12 00:00:00,11.0
2018-06-13 00:00:00,10.95
2018-06-14 00:00:00,10.85
2018-06-15 00:00:00,10.75
2018-06-19 00:00:00,10.65
2018-06-20 00:00:00,10.45
2018-06-21 00:00:00,10.5
2018-06-22 00:00:00,10.45
2018-06-25 00:00:00,10.45
2018-06-26 00:00:00,10.45
2018-06-27 00:00:00,10.4
2018-06-28 00:00:00,10.25
2018-06-29 00:00:00,10.35
2018-07-02 00:00:00,10.5
2018-07-03 00:00:00,10.5
2018-07-04 00:00:00,10.25
2018-07-05 00:00:00,10.3
2018-07-06 00:00:00,10.15
2018-07-09 00:00:00,10.1
2018-07-10 00:00:00,10.25
2018-07-11 00:00:00,10.25
2018-07-12 00:00:00,10.15
2018-07-13 00:00:00,10.3
2018-07-16 00:00:00,10.35
2018-07-17 00:00:00,10.2
2018-07-18 00:00:00,10.1
2018-07-19 00:00:00,10.1
2018-07-20 00:00:00,10.15
2018-07-23 00:00:00,10.1
2018-07-24 00:00:00,10.25
2018-07-25 00:00:00,10.55
2018-07-26 00:00:00,10.45
