證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
2327,國巨,9531446,7416,2367165162,255,255,245,245,-,11,245,270,245.5,10,3.23
2328,廣宇,1355381,749,30960896,23,23.2,22.65,22.7,-,0.35,22.7,15,22.75,1,9.7
2329,華泰,1117048,444,16067375,14.55,14.6,14.25,14.35,-,0.25,14.35,1,14.4,31,159.44
2330,台積電,34651731,14723,8008768323,231.5,232,229.5,232,-,3,232,91,232.5,824,18.63
2331,精英,184765,74,2228230,12.1,12.1,12.05,12.05,-,0.1,12.05,7,12.1,14,66.94
2332,友訊,1579691,576,18351976,11.75,11.75,11.55,11.6,-,0.1,11.55,359,11.6,2,0
2337,旺宏,21799046,7376,474258320,21.8,22,21.65,21.75,+,0.1,21.75,53,21.8,967,5.51
2338,光罩,508440,327,11277472,22.4,22.45,22,22.1,-,0.4,22.1,17,22.15,9,24.29
2340,光磊,893974,476,18290918,20.4,20.6,20.35,20.4, ,0,20.35,104,20.4,76,14.89
2342,茂矽,132769,123,2439634,18.55,18.55,18.15,18.45,-,0.2,18.4,1,18.45,6,21.45
2344,華邦電,5883300,1473,82324217,14.1,14.15,13.9,13.95,-,0.15,13.95,317,14,289,8.83
2345,智邦,4876506,3129,571572457,120,120.5,115,117.5,-,2.5,117,42,117.5,162,20.47
2347,聯強,1859000,779,70269646,38.15,38.3,37.65,37.7,-,0.45,37.7,20,37.75,14,10.41
2348,海悅,121061,71,4863248,40.45,40.45,40.1,40.15,-,0.05,40.15,2,40.2,10,8.88
2349,錸德,2974339,957,25262163,8.41,8.55,8.41,8.45,-,0.01,8.45,43,8.46,3,0
2351,順德,197020,159,12437566,63.3,63.5,62.6,62.7,-,0.8,62.7,2,62.8,1,13.81
2352,佳世達,7841455,2658,152922169,19.25,19.65,19.25,19.5,+,0.3,19.5,76,19.55,14,9.75
2353,宏碁,2789045,1166,52636930,18.85,19,18.8,18.85, ,0,18.8,88,18.85,75,18.66
2354,鴻準,1182934,875,72401641,61.1,61.8,60.9,61.1,-,0.4,61,8,61.1,12,9.7
2355,敬鵬,363559,287,11570649,32.15,32.15,31.55,31.65,-,0.7,31.65,26,31.7,7,316.5
2356,英業達,6948875,2369,160231725,23.25,23.25,22.95,22.95,-,0.3,22.95,380,23,31,11.89
2357,華碩,573110,498,124110802,216,217.5,216,216.5,-,1.5,216,183,216.5,9,39.8
2358,廷鑫,111260,48,1733305,15.6,15.75,15.45,15.7,+,0.05,15.55,1,15.7,17,27.07
2359,所羅門,1737429,919,37549021,22.1,22.1,21.3,21.5,-,0.9,21.5,13,21.55,5,8.21
2360,致茂,413435,376,55113855,134,134.5,132,133,-,1,133,7,133.5,4,22.97
2362,藍天,139475,107,3886882,28,28.05,27.65,27.65,-,0.35,27.6,43,27.7,1,17.28
2363,矽統,884510,376,7082981,8.04,8.12,7.9,7.95,-,0.09,7.94,11,7.95,1,0
2364,倫飛,33941,16,89851,2.5,2.67,2.5,2.67,+,0.12,2.57,10,2.67,4,0
2365,昆盈,167272,79,1393150,8.38,8.38,8.3,8.32,-,0.06,8.31,12,8.32,23,55.47
2367,燿華,3700963,1238,69238858,18.7,18.9,18.55,18.65,-,0.05,18.65,97,18.7,71,14.24
2368,金像電,1394900,519,15097564,10.9,10.95,10.75,10.75,-,0.15,10.7,252,10.75,30,34.68
2369,菱生,216381,145,1819875,8.43,8.46,8.37,8.38,-,0.01,8.38,1,8.4,10,0
2371,大同,28993663,10647,644316436,21.2,23,21.2,22.1,+,0.4,22.1,17,22.15,296,0
2373,震旦行,30663,38,2937781,95,96.3,95,96.2,+,1.7,96,1,96.2,1,14.13
2374,佳能,583037,310,8497423,14.85,14.85,14.4,14.4,-,0.45,14.4,35,14.5,1,0
2375,智寶,1179742,758,47527101,41.1,41.1,39.95,40.1,-,0.95,40.1,8,40.15,2,2.03
2376,技嘉,949286,625,42715620,45.1,45.25,44.8,44.95,+,0.1,44.9,6,44.95,7,23.78
2377,微星,3101499,1904,250290116,80.7,81.6,80.1,80.1,-,0.6,80,98,80.1,69,12.92
2379,瑞昱,5937210,4334,1216867441,206,209.5,201,204,-,1.5,203.5,11,204,88,21.21
2380,虹光,1966474,348,6269665,2.99,3.24,2.95,3.24,+,0.29,3.24,490,--,0,0
2382,廣達,3504157,2161,204299448,58.2,58.5,57.9,58.2,-,0.1,58.1,87,58.2,68,14.48
2383,台光電,4362139,3075,360009434,84.2,84.9,81.7,82,-,2.2,82,41,82.3,6,13.44
2385,群光,3285391,2007,250810969,75.9,77.7,75.2,76.3,+,1.1,76.3,107,76.4,69,11.27
2387,精元,237490,58,4247343,17.7,17.95,17.65,17.9,+,0.15,17.85,2,17.9,3,17.05
2388,威盛,928931,541,29407469,32.1,32.1,31.45,31.5,-,0.55,31.5,1,31.55,1,286.36
2390,云辰,913722,459,10993154,12.2,12.2,11.9,11.9,-,0.25,11.9,8,11.95,68,0
2392,正崴,864139,603,26618459,31,31.05,30.65,30.65,-,0.45,30.6,39,30.65,2,12.26
2393,億光,570062,253,16128154,28.15,28.65,28.05,28.3,+,0.15,28.2,4,28.3,22,16.26
2395,研華,581897,484,151003926,259.5,261,257,259.5, ,0,259,1,259.5,19,27.69
2397,友通,70390,63,6092017,85.7,87,85.7,86.2, ,0,86,6,86.2,2,15.53
2399,映泰,1093014,508,11177842,10.45,10.5,10.05,10.15,-,0.3,10.15,12,10.2,58,0
2401,凌陽,414508,200,4940491,12,12,11.9,11.9,-,0.1,11.9,48,11.95,36,0
2402,毅嘉,139783,92,2016451,14.35,14.6,14.35,14.4,-,0.1,14.4,4,14.45,2,17.78
2404,漢唐,1102630,939,157507960,142,144.5,141.5,143.5,+,2,143,11,143.5,49,10.24
2405,浩鑫,754200,408,9071158,12.1,12.25,11.9,11.95,-,0.3,11.95,6,12,51,0
2406,國碩,14587939,4478,133618971,9.1,9.39,8.98,9.02,+,0.11,9.02,33,9.06,6,0
2408,南亞科,17602215,8549,1043708324,60.1,60.2,58.8,59.2,-,1.3,59.1,300,59.2,54,5.03
2409,友達,28637719,5482,261030568,9.24,9.24,9.06,9.06,-,0.19,9.06,150,9.08,381,41.18
2412,中華電,2569079,1452,291097427,113,113.5,113,113.5, ,0,113,743,113.5,1445,25.06
2413,環科,136200,96,2528218,18.6,18.9,18.4,18.45,-,0.15,18.45,4,18.6,7,87.86
2414,精技,57787,41,1216777,21.1,21.1,21.05,21.05, ,0,21.05,4,21.1,2,13.07
2415,錩新,76176,64,1712542,22.3,22.65,22.25,22.6,+,0.3,22.55,20,22.6,1,23.3
2417,圓剛,262700,134,2847309,10.9,10.95,10.8,10.8,-,0.1,10.8,1,10.85,5,0
2419,仲琦,852942,427,17825999,20.95,21.15,20.7,20.7,+,0.1,20.7,53,20.75,2,24.64
2420,新巨,408270,239,15088584,36.5,37.15,36.5,36.85,+,0.3,36.8,15,36.85,8,10.24
2421,建準,576300,436,18222039,31.45,31.8,31.35,31.7,+,0.25,31.65,7,31.7,1,13.55
2423,固緯,54000,44,1509200,27.9,28.15,27.85,28, ,0,27.9,1,28,12,11.62
2424,隴華,3000,3,90700,29.95,30.75,29.95,30.75,+,0.75,28.5,1,30.7,1,0
2425,承啟,137101,99,3819895,28.45,28.45,27.65,27.7,-,0.5,27.7,5,27.75,9,15.3
2426,鼎元,553050,368,8972451,16.2,16.3,16.1,16.2,+,0.1,16.2,49,16.25,2,8.62
2427,三商電,72034,44,740949,10.3,10.35,10.25,10.35, ,0,10.3,31,10.35,14,17.84
2428,興勤,101012,88,7829243,77.7,78.5,77.2,77.6,-,0.4,77.5,1,77.7,2,8.76
2429,銘旺科,253000,3,3795000,15,15,15,15, ,0,14.55,1,15.25,2,0
2430,燦坤,42337,30,807153,19.1,19.1,19,19.05, ,0,19.05,2,19.15,6,20.71
2431,聯昌,114205,64,1133448,9.9,9.98,9.84,9.87,-,0.09,9.87,2,9.98,3,0
2433,互盛電,189557,101,8985039,47.65,47.65,47.25,47.4,-,0.25,47.35,6,47.4,1,11.94
2434,統懋,42000,21,273270,6.57,6.57,6.49,6.5,-,0.04,6.5,2,6.55,12,0
2436,偉詮電,430429,238,10744625,25,25.15,24.85,25,+,0.05,24.95,22,25,2,18.25
2438,翔耀,11059,6,76807,6.95,6.95,6.95,6.95, ,0,6.62,2,6.94,7,0
2439,美律,5948644,4064,960391184,159,163.5,158,161.5,+,4.5,161,24,161.5,32,13
2440,太空梭,26000,17,210960,8.16,8.2,8,8.2,-,0.18,8.2,11,8.23,1,0
2441,超豐,255422,229,10556166,41.3,41.5,41.15,41.3,+,0.05,41.3,2,41.35,14,11.25
2442,新美齊,2598826,856,33886919,13.2,13.2,12.85,13.1,-,0.05,13.1,86,13.15,116,3.11
2443,新利虹,58318,24,196448,3.38,3.38,3.36,3.37,-,0.04,3.37,4,3.38,5,0
2444,兆勁,1393152,253,28132290,19.95,20.3,19.95,20.15, ,0,20.15,101,20.2,60,0
2448,晶電,4291970,1636,103186720,24.05,24.2,23.9,23.95,-,0.15,23.95,50,24,8,0
2449,京元電子,5564827,2986,145266202,26.15,26.4,25.8,26,+,0.2,25.95,179,26,27,17.45
2450,神腦,49472,39,1552318,31.45,31.45,31.3,31.3,-,0.15,31.4,1,31.45,2,27.95
2451,創見,344301,262,24735190,71.3,72,71.3,71.7,+,0.4,71.7,3,71.8,1,15.66
2453,凌群,4200416,1728,65653195,15.6,15.9,15.25,15.65,+,0.15,15.6,1,15.65,43,18.63
2454,聯發科,6168786,4058,1902728516,312,312,305.5,307,-,6,306.5,73,307,37,22.62
2455,全新,2570614,1859,187872013,73.8,74.7,71.8,72.2,-,2.5,72.2,11,72.3,6,35.57
2456,奇力新,3061915,2433,245405800,81.5,81.8,79.5,79.7,-,1.4,79.7,18,79.8,33,6.58
2457,飛宏,467366,176,4180210,9,9.04,8.87,8.9,-,0.11,8.9,5,8.91,2,0
2458,義隆,1528550,1105,110904417,73.3,73.8,71.9,71.9,-,1.4,71.9,11,72,1,12.4
2459,敦吉,16285,12,625164,38.45,38.45,38.25,38.25,-,0.1,38.25,8,38.35,1,9.35
2460,建通,76009,26,756349,10,10,9.91,9.92,-,0.13,9.92,6,9.95,1,0
2461,光群雷,43002,20,595027,13.8,13.9,13.8,13.85,+,0.05,13.8,11,13.85,5,35.51
2462,良得電,27001,25,754627,28,28,27.85,28, ,0,27.95,3,28,10,29.47
2464,盟立,720636,450,32995706,46,46.1,45.65,45.95,-,0.15,45.9,5,45.95,11,8.97
2465,麗臺,234003,149,2870086,12.15,12.4,12.15,12.25, ,0,12.25,21,12.3,1,0
2466,冠西電,73000,41,2406600,33.2,33.2,32.5,32.95,-,0.25,32.5,1,32.95,1,193.82
2467,志聖,428703,309,13417930,31.55,31.55,31.15,31.2,-,0.4,31.2,1,31.3,14,8.41
2468,華經,61012,27,730191,11.9,12,11.9,12,+,0.1,11.95,10,12,7,18.18
2471,資通,73031,48,1249886,17.1,17.2,17.05,17.1,+,0.05,17.05,13,17.1,1,9.72
2472,立隆電,135350,91,4800545,36,36,35.3,35.4,-,0.5,35.35,21,35.45,1,8.05
2474,可成,4813426,2781,915495998,190,192,188,190.5,-,0.5,190,129,190.5,302,5.64
2476,鉅祥,38492,29,920881,24,24,23.9,23.95, ,0,23.9,5,23.95,4,11.09
2477,美隆電,17384,17,374167,21.75,21.75,21.45,21.55,-,0.05,21.4,3,21.6,5,19.59
2478,大毅,1497250,1024,64223094,44.3,44.4,42.45,42.55,-,1.5,42.55,14,42.6,5,5.63
2480,敦陽科,470638,360,24091714,51.8,51.8,50.8,51.6,-,0.5,51.5,2,51.6,6,13.1
2481,強茂,7247000,4120,181617350,24.9,25.7,24.5,24.5, ,0,24.5,129,24.55,2,11.24
2482,連宇,28006,19,295463,10.55,10.55,10.55,10.55, ,0,10.5,10,10.55,5,95.91
2483,百容,28049,18,571998,20.4,20.5,20.15,20.4,-,0.1,20.4,1,20.45,4,10.3
2484,希華,114077,90,2188580,19.2,19.25,19.15,19.2,-,0.1,19.2,7,19.25,2,12.15
2485,兆赫,318003,206,6347160,20.05,20.05,19.85,19.9,-,0.1,19.85,28,19.9,8,18.6
2486,一詮,50100,39,410034,8.2,8.22,8.15,8.2,-,0.02,8.18,1,8.21,3,0
2488,漢平,142000,107,5269900,37.45,37.45,36.9,37.15,-,0.3,37.15,30,37.2,5,8.35
2489,瑞軒,497397,220,5213423,10.55,10.55,10.45,10.45,-,0.1,10.45,192,10.5,47,61.47
2491,吉祥全,15675,11,89548,5.78,5.79,5.7,5.7,-,0.06,5.6,6,5.7,4,0
2492,華新科,16032280,11166,2389755940,154,154.5,146,146.5,-,8.5,146.5,229,147,68,3.43
2493,揚博,169576,116,5098030,30.1,30.15,30,30,-,0.1,30,5,30.05,2,9.68
2495,普安,413289,196,5629272,13.7,13.8,13.45,13.5,-,0.15,13.5,1,13.55,4,15
2496,卓越,4817,7,402701,83,84.2,83,84.2,+,0.2,82,2,85.8,1,12.86
2497,怡利電,126012,96,3197504,25.8,25.8,25.1,25.5,+,0.5,25.5,28,25.6,3,0
2498,宏達電,4693700,2247,164200003,35.15,35.25,34.8,34.95,+,0.1,34.95,38,35,59,0
2499,東貝,416638,246,3612834,8.76,8.76,8.62,8.65,-,0.11,8.65,3,8.66,3,86.5
2501,國建,1708909,921,47870590,28.35,28.4,27.6,27.6,-,0.95,27.6,44,27.65,26,9.82
2504,國產,4263058,1356,36534388,8.68,8.7,8.51,8.55,-,0.15,8.55,119,8.56,2,18.59
2505,國揚,196785,69,2473312,12.6,12.6,12.55,12.55, ,0,12.55,120,12.6,78,0
2506,太設,18066,15,206750,11.45,11.45,11.45,11.45, ,0,11.45,9,11.5,4,22.9
2509,全坤建,191330,69,5666767,29.7,29.85,29.55,29.6,-,0.25,29.55,20,29.6,3,3.91
2511,太子,2420060,483,28515000,11.8,11.85,11.7,11.8,+,0.05,11.75,100,11.8,136,14.57
2514,龍邦,66768,48,1080063,16.3,16.3,16.15,16.15,-,0.1,16.15,12,16.2,6,538.33
2515,中工,5621319,1189,46851452,8.33,8.39,8.27,8.32,-,0.01,8.31,5,8.32,45,52
2516,新建,67009,15,407834,6.08,6.09,6.08,6.09, ,0,6.08,36,6.09,2,24.36
2520,冠德,3985564,1904,115895906,29.15,29.3,28.85,29.15,-,0.2,29.1,33,29.15,4,21.28
2524,京城,131025,85,3559775,27.45,27.45,27,27.1,-,0.1,27.1,8,27.2,3,13.76
2527,宏璟,89006,49,1981882,22.3,22.4,22.15,22.2,-,0.2,22.15,22,22.2,4,11.33
2528,皇普,92623,19,1455799,15.75,15.75,15.7,15.75,+,0.05,15.7,10,15.8,6,0
2530,華建,53468,38,852888,16.15,16.15,15.85,16,-,0.1,15.85,2,16,5,400
2534,宏盛,568169,319,12028717,21,21.4,21,21.15,+,0.15,21.1,37,21.15,14,9.16
2535,達欣工,780058,399,16947318,21.7,21.8,21.65,21.65,-,0.15,21.65,58,21.75,10,10.72
2536,宏普,2132528,1039,46373667,21.7,22.3,21.3,21.4,-,0.1,21.4,8,21.45,70,27.79
2537,聯上發,1031532,276,7325748,7,7.18,7,7.15,+,0.17,7.11,12,7.15,56,0
2538,基泰,410772,201,4946214,12.05,12.1,12,12,-,0.05,12,54,12.05,12,92.31
2539,櫻花建,69168,36,2056503,29.8,29.9,29.6,29.9,+,0.1,29.7,1,29.9,8,33.22
2540,愛山林,3000,2,73800,24.6,24.6,24.6,24.6,-,0.25,24.6,7,24.9,1,32.37
2542,興富發,949051,580,46154780,48.6,48.9,48.5,48.5,-,0.2,48.5,39,48.55,13,7.3
2543,皇昌,7033,5,52042,7.4,7.4,7.4,7.4,+,0.03,7.18,2,7.4,17,0
2545,皇翔,271300,138,7981319,29.5,29.55,29.2,29.55, ,0,29.3,1,29.55,17,11.87
2546,根基,214340,147,7446513,34.95,34.95,34.6,34.6,-,0.35,34.6,14,34.7,2,8.18
2547,日勝生,576676,196,7734972,13.4,13.5,13.3,13.4, ,0,13.35,62,13.4,52,3.75
2548,華固,1358648,994,113437001,83.8,84.1,82.5,83.8, ,0,83.8,1,83.9,1,30.81
2597,潤弘,65000,12,3800700,58.9,58.9,58.2,58.5,+,0.1,58.4,1,58.5,2,12.47
2601,益航,14523432,3736,178349916,12.05,12.45,12.05,12.2,+,0.3,12.2,247,12.3,60,122
2603,長榮,4198705,1187,50152781,11.95,12,11.9,11.95,-,0.05,11.95,80,12,791,74.69
2605,新興,254366,107,3924686,15.4,15.5,15.4,15.4,-,0.05,15.4,22,15.45,5,0
2606,裕民,599188,243,18708572,31.2,31.35,31.05,31.1,-,0.1,31.1,21,31.2,78,16.99
2607,榮運,1560439,425,21964817,14.2,14.3,13.95,14.05,-,0.2,14,136,14.05,6,16.93
2608,嘉里大榮,95340,83,3414642,36,36,35.7,35.8,-,0.15,35.8,1,35.85,4,13.11
2609,陽明,1004370,351,8011236,8,8,7.96,7.97,-,0.03,7.97,1,7.98,1,0
2610,華航,7028598,1816,68589867,9.7,9.79,9.7,9.79,+,0.09,9.78,272,9.79,590,34.96
2611,志信,507858,133,3903195,7.64,7.74,7.64,7.71,+,0.09,7.7,4,7.72,26,29.65
2612,中航,424075,171,13442323,31.7,31.95,31.5,31.7, ,0,31.65,2,31.7,1,11.05
2613,中櫃,86519,54,1125397,13.05,13.05,12.95,12.95,-,0.15,12.95,3,13,11,46.25
2614,東森,382923,191,4714945,12.3,12.4,12.25,12.3, ,0,12.3,15,12.35,42,6.21
2615,萬海,1921098,654,34508152,18.25,18.25,17.8,17.95,-,0.25,17.95,230,18,63,19.73
2616,山隆,237134,52,7088074,29.85,30,29.8,29.95, ,0,29.9,2,29.95,3,17.11
2617,台航,857143,298,16690972,19.35,19.6,19.35,19.4, ,0,19.4,20,19.45,2,8.26
2618,長榮航,13006427,2477,200003891,15.3,15.45,15.25,15.45,+,0.15,15.4,67,15.45,1444,10.3
2630,亞航,35000,29,740600,21,21.3,21,21.05,+,0.05,21.05,24,21.2,1,35.68
2633,台灣高鐵,17210274,7368,796899367,46.5,46.7,45.6,46.65,+,0.5,46.6,14,46.65,138,24.81
2634,漢翔,3082107,1790,101428816,32.65,33.1,32.65,33.1,+,0.45,33.05,154,33.1,69,14.21
2636,台驊投控,78798,67,1988906,25.2,25.3,25.2,25.25,+,0.1,25.25,6,25.3,21,8.89
2637,慧洋-KY,550739,311,16429570,29.8,29.95,29.75,29.8,+,0.05,29.75,31,29.8,13,9.46
2642,宅配通,21300,17,481205,22.6,22.6,22.45,22.5,-,0.1,22.5,1,22.75,2,23.68
2701,萬企,63852,37,814259,12.8,12.8,12.75,12.75, ,0,12.75,10,12.8,21,14.33
2702,華園,59999,47,1101430,18.55,18.55,18.3,18.4,-,0.05,18.35,1,18.4,1,48.42
2704,國賓,282571,149,6242588,22,22.15,22,22.1,+,0.05,22.1,1,22.15,21,20.46
2705,六福,419592,168,2896778,6.95,6.95,6.88,6.89,-,0.04,6.89,55,6.9,2,0
2706,第一店,42300,32,608818,14.45,14.45,14.35,14.4,-,0.05,14.35,23,14.4,25,13.46
2707,晶華,923869,707,153495787,163,171,162,169,+,6,169,1,169.5,6,14.77
2712,遠雄來,0,0,0,--,--,--,--, ,0,42.45,2,43.95,1,0
2722,夏都,0,0,0,--,--,--,--, ,0,23.25,1,24,1,79.83
2723,美食-KY,638968,547,104720656,169,169,161,162,-,7.5,161.5,20,162,1,19.64
2727,王品,188764,183,16068242,85.6,85.7,84.8,85.2,+,0.7,85.1,11,85.3,4,17.01
2731,雄獅,112367,99,9457495,84.5,84.5,84,84.5,+,0.2,84.4,5,84.5,4,22.41
2739,寒舍,43050,38,1259254,29.45,29.7,29,29.3,-,0.15,29.1,2,29.25,2,30.52
2748,雲品,43000,42,2634900,61.3,61.7,61,61.1,+,0.2,61.1,1,61.3,4,18.08
2801,彰銀,23786286,4936,486970250,20.15,20.7,20.1,20.7,+,0.5,20.7,129,20.75,710,16.43
2809,京城銀,703981,392,23578861,33.55,33.7,33.3,33.45,-,0.2,33.45,102,33.5,10,11.19
2812,台中銀,18841390,3362,236647032,12.5,12.65,12.45,12.55,+,0.1,12.55,161,12.6,1092,10.64
2816,旺旺保,101684,54,2034626,20.1,20.1,19.95,20,-,0.1,19.95,12,20,5,6.15
2820,華票,641165,167,9498543,14.9,14.9,14.8,14.85, ,0,14.8,3,14.85,12,15.15
2823,中壽,5049629,1822,120827864,23.9,24,23.8,24,+,0.1,23.95,44,24,282,10.34
2832,台產,97775,48,1998897,20.45,20.5,20.4,20.45, ,0,20.45,24,20.5,112,12.86
2834,臺企銀,61658749,12844,843205280,13.7,13.95,13.5,13.55,-,0.1,13.55,249,13.6,1623,10.93
2836,高雄銀,258253,143,2504205,9.75,9.75,9.66,9.69,-,0.06,9.68,17,9.7,5,15.63
2838,聯邦銀,5670917,1429,65767387,11.7,11.7,11.5,11.5,-,0.25,11.5,372,11.55,134,11.16
2841,台開,3867625,1015,37322516,9.8,9.8,9.57,9.6,-,0.2,9.6,12,9.62,20,15.48
2845,遠東銀,4013432,799,48524778,12.05,12.15,12.05,12.1,+,0.05,12.05,879,12.1,210,10
2849,安泰銀,56542,36,863688,15.35,15.35,15.25,15.25,-,0.1,15.25,8,15.3,8,12.01
2850,新產,158123,115,6339581,40.3,40.3,40,40,-,0.1,40,23,40.05,1,9.13
2851,中再保,195053,94,3627385,18.7,18.7,18.55,18.65,+,0.05,18.6,35,18.65,2,11.17
2852,第一保,181019,53,2684679,14.9,14.9,14.8,14.9, ,0,14.85,5,14.9,41,6.18
2855,統一證,963285,233,12931417,13.45,13.5,13.4,13.45, ,0,13.4,62,13.45,11,9.15
2867,三商壽,1242526,452,13160899,10.55,10.7,10.5,10.6, ,0,10.6,257,10.65,7,42.4
2880,華南金,11044358,3650,234185031,21.1,21.3,21.05,21.3,+,0.2,21.25,541,21.3,666,15.78
2881,富邦金,7992506,2610,343926761,43.1,43.15,42.95,43.15,+,0.05,43.1,1,43.15,188,11.33
2882,國泰金,11864080,4242,483974929,41,41,40.65,40.75,-,0.35,40.7,585,40.75,90,13.81
2883,開發金,21067197,4847,198321965,9.34,9.45,9.34,9.45,+,0.12,9.45,62,9.46,314,16.88
2884,玉山金,25014585,5546,682980489,27.15,27.45,27.1,27.4,+,0.15,27.35,325,27.4,782,16.91
2885,元大金,23062401,3323,415534016,17.95,18.1,17.9,18.05,+,0.15,18.05,638,18.1,2225,11.42
2886,兆豐金,29475309,9790,926811230,30.9,31.7,30.85,31.7,+,0.8,31.65,26,31.7,666,15.39
2887,台新金,28504649,4385,406295060,14.2,14.3,14.15,14.25,+,0.05,14.25,11,14.3,6300,11.88
2888,新光金,42352081,6156,371112684,8.81,8.84,8.72,8.75,-,0.11,8.75,151,8.76,374,0
2889,國票金,3863699,601,40457128,10.55,10.55,10.4,10.5, ,0,10.45,339,10.5,282,14.38
2890,永豐金,17740555,2642,219609242,12.3,12.5,12.25,12.5,+,0.2,12.45,11,12.5,2717,13.3
2891,中信金,32297186,5643,678069535,20.95,21.05,20.9,21.05,+,0.1,21,897,21.05,382,11.96
2892,第一金,18355630,3877,415673323,22.5,22.7,22.5,22.7,+,0.2,22.65,171,22.7,2024,15.99
2897,王道銀行,813214,273,6766098,8.32,8.34,8.29,8.31,-,0.01,8.31,46,8.32,2,18.07
2901,欣欣,17241,8,413285,24,24,23.85,24, ,0,23.8,3,23.95,1,54.55
2903,遠百,2162931,719,38414573,17.6,17.9,17.6,17.75,+,0.15,17.75,43,17.8,6,18.11
2904,匯僑,46018,29,1073515,23.4,23.4,23.2,23.4, ,0,23.35,3,23.4,29,12.38
2905,三商,229112,99,4058531,17.7,17.75,17.7,17.75,+,0.05,17.75,10,17.8,36,18.88
2906,高林,203281,54,2209111,10.95,10.95,10.8,10.9,-,0.05,10.85,20,10.9,10,64.12
2908,特力,154673,107,3291367,21.25,21.35,21.15,21.35,+,0.05,21.35,1,21.4,25,39.54
2910,統領,1000,1,27000,27,27,27,27,X,0,25.85,1,27,1,44.26
2911,麗嬰房,62435,44,479672,7.68,7.7,7.63,7.69,+,0.02,7.66,5,7.69,9,0
2912,統一超,591668,474,178500236,303.5,304,300,301,-,2,301,16,301.5,2,29.6
2913,農林,2250436,762,37175147,16.5,16.7,16.4,16.5,+,0.2,16.45,41,16.5,25,0
2915,潤泰全,1284673,718,88087327,68.7,69,68.4,68.5,-,0.1,68.5,57,68.6,57,3.9
2923,鼎固-KY,10000,6,215900,21.65,21.8,21.5,21.8,+,0.05,21.75,1,21.8,1,3.82
2929,淘帝-KY,99909,99,8407856,84.9,84.9,83.9,84,-,0.7,84,97,84.2,1,7.16
2936,客思達-KY,19000,13,475650,25.1,25.15,24.85,25.15,-,0.25,24.65,3,25.15,2,20.79
2939,凱羿-KY,19000,18,1969500,104,104,103,103, ,0,103,8,104,10,10.02
3002,歐格,26000,9,260050,10,10.05,10,10, ,0,9.98,1,10,2,32.26
3003,健和興,131596,101,5285598,40.5,40.5,39.95,40.1,-,0.2,40,16,40.15,10,12.34
3004,豐達科,3899940,2215,349494660,91,91,87.8,89.2,+,6.4,89,8,89.2,4,14.72
3005,神基,1428600,829,61741430,43,43.4,42.65,43.3,+,0.4,43.3,160,43.35,7,12.06
3006,晶豪科,168106,132,5010167,29.8,29.95,29.7,29.75,-,0.2,29.7,37,29.8,2,12.82
3008,大立光,2759335,2630,9394145850,3255,3510,3255,3470,-,145,3465,2,3470,51,18.32
3010,華立,76000,57,4056500,53.2,53.6,53.2,53.3, ,0,53.3,6,53.4,1,8.19
3011,今皓,115000,40,806010,7.09,7.09,6.98,7,-,0.04,6.99,6,7,18,0
3013,晟銘電,86000,67,1288350,15,15.1,14.9,14.95,-,0.1,14.9,10,14.95,2,15.74
3014,聯陽,183548,123,6187317,33.8,33.8,33.65,33.7,-,0.1,33.65,43,33.7,4,11.78
3015,全漢,53186,44,1045675,19.65,19.7,19.6,19.65,-,0.15,19.65,1,19.8,9,93.57
3016,嘉晶,1123100,767,44227850,39.9,40.1,39.05,39.15,-,0.85,39.15,1,39.2,4,28.17
3017,奇鋐,6933740,3468,224697018,32.5,32.8,31.95,32.8,+,0.5,32.75,4,32.8,97,15.54
3018,同開,29334,36,820030,27.9,28.15,27.55,28.15,+,0.05,28.15,22,28.2,5,0
3019,亞光,2899222,2083,204800782,72.2,72.2,69.8,70,-,2.3,70,6,70.1,15,17.86
3021,鴻名,31000,23,453100,14.6,14.85,14.55,14.75,+,0.15,14.65,8,14.75,20,11.17
3022,威強電,56332,42,1836239,32.75,32.75,32.5,32.55,-,0.2,32.55,1,32.6,1,9.89
3023,信邦,812568,569,88715912,110,110.5,108,108.5,-,2,108.5,40,109,5,16.36
3024,憶聲,82001,34,558286,6.73,6.85,6.73,6.82,+,0.01,6.82,296,6.84,8,11.96
3025,星通,64005,46,1287799,20.4,20.4,20,20.05,-,0.2,20,4,20.1,2,286.43
3026,禾伸堂,1017339,845,94943132,94.6,94.8,92.6,93.1,-,1.2,93.1,6,93.2,10,5.73
3027,盛達,245110,72,2016376,8.24,8.25,8.2,8.22,-,0.02,8.22,1,8.23,1,4.3
3028,增你強,172300,119,3860270,22.55,22.55,22.35,22.4, ,0,22.4,5,22.45,9,12.38
3029,零壹,571181,321,15560570,27.3,27.4,27.15,27.4,+,0.15,27.35,23,27.4,11,12.18
3030,德律,715800,394,37066380,52,52,51.5,51.7,-,0.1,51.6,11,51.8,1,11.21
3031,佰鴻,176079,57,2059366,11.6,11.8,11.6,11.65,+,0.1,11.65,22,11.7,5,20.44
3032,偉訓,145000,73,3915100,27,27.15,26.9,26.95,-,0.05,26.9,6,27,9,5.87
