證券代號,證券名稱,成交股數,成交筆數,成交金額,開盤價,最高價,最低價,收盤價,漲跌(+/-),漲跌價差,最後揭示買價,最後揭示買量,最後揭示賣價,最後揭示賣量,本益比
910861,神州-DR,26000,7,204440,7.98,7.98,7.8,7.9,X,0,7.78,4,7.89,3,0
9110,越南控-DR,37000,14,64800,1.8,1.8,1.71,1.8,+,0.01,1.72,3,1.79,1,0
911608,明輝-DR,26000,4,26480,1,1.02,1,1.02,+,0.08,1,29,1.02,5,0
911616,杜康-DR,29000,9,22950,0.78,0.8,0.78,0.8, ,0,0.79,9,0.8,29,0
911619,耀傑-DR,0,0,0,--,--,--,--, ,0,--,0,0.37,5,0
911622,泰聚亨-DR,0,0,0,--,--,--,--, ,0,5.8,3,6.35,2,0
911868,同方友友-DR,12000,3,13810,1.1,1.17,1.1,1.16,-,0.02,1.11,17,1.16,10,0
912000,晨訊科-DR,40000,19,102510,2.59,2.59,2.54,2.59,+,0.05,2.58,3,2.6,1,0
912398,友佳-DR,20199,10,91235,4.51,4.55,4.5,4.5,-,0.05,4.51,2,4.55,5,0
9136,巨騰-DR,114000,18,871020,7.64,7.7,7.63,7.63,-,0.06,7.63,3,7.64,27,0
9157,陽光能源-DR,0,0,0,--,--,--,--, ,0,0.57,9,0.61,17,0
9188,精熙-DR,0,0,0,--,--,--,--, ,0,4.81,11,4.84,90,0
9802,鈺齊-KY,353636,260,24998036,70.6,71.3,70.2,70.5,-,0.5,70.5,3,70.7,4,13.18
9902,台火,118978,56,1191030,9.98,10.1,9.97,10.1, ,0,9.98,9,10.1,53,31.56
9904,寶成,4925671,1887,181980033,36.75,37.2,36.75,37.2,+,0.5,37.1,16,37.2,243,9.47
9905,大華,42000,24,1042700,24.9,24.9,24.7,24.7,-,0.2,24.7,3,24.75,5,17.15
9906,欣巴巴,3181,5,38889,12.3,12.3,12.2,12.2,-,0.05,12.2,3,12.3,1,0
9907,統一實,714440,406,8877826,12.55,12.55,12.35,12.45, ,0,12.4,45,12.45,42,13.11
9908,大台北,41220,45,1198923,29.05,29.2,29.05,29.1, ,0,29.05,15,29.2,2,20.49
9910,豐泰,1041832,884,252143924,237,244,236.5,243.5,+,9,243,5,243.5,11,27.21
9911,櫻花,182134,134,7847321,42.95,43.3,42.95,43.1,+,0.25,43.1,1,43.15,1,11.74
9912,偉聯,37849,26,341671,9.1,9.1,8.97,9.05, ,0,9.05,1,9.08,3,0
9914,美利達,1236607,980,216618206,172,178,170.5,173.5,+,3.5,173.5,12,174,1,23.77
9917,中保,62007,84,5499923,88.6,88.9,88.4,88.5,-,0.6,88.5,6,88.8,5,19.07
9918,欣天然,1000,1,33500,33.5,33.5,33.5,33.5, ,0,33.45,2,33.9,1,24.45
9919,康那香,96003,42,1022530,10.65,10.7,10.6,10.7,-,0.05,10.65,3,10.7,15,0
9921,巨大,1163872,994,264912758,226,230,223.5,225.5,+,5.5,225.5,15,226.5,17,25.71
9924,福興,476104,345,21036432,44.6,44.6,44.05,44.1,-,0.5,44.1,13,44.15,3,10.18
9925,新保,165570,72,6301299,38.05,38.2,37.9,38.15,+,0.1,37.9,5,38.15,7,17.83
9926,新海,3070,4,124363,40.5,40.5,40.5,40.5, ,0,40.5,3,40.6,3,22.5
9927,泰銘,84094,65,2601342,30.95,31,30.8,30.85,-,0.1,30.85,3,31,1,18.7
9928,中視,3944,8,18717,4.7,4.93,4.7,4.93,-,0.02,4.81,1,4.94,3,0
9929,秋雨,12000,6,210000,17.6,17.6,17.45,17.6,-,0.2,17.3,1,17.5,8,0
9930,中聯資源,58632,52,3062578,52.2,52.6,52.1,52.2, ,0,52.2,2,52.5,2,14.5
9931,欣高,3000,3,98050,32.7,32.7,32.65,32.7,+,0.05,32.65,4,32.8,2,16.68
9933,中鼎,753451,510,34710868,46.2,46.3,45.9,45.9,-,0.1,45.9,16,45.95,1,20.22
9934,成霖,622972,279,11221690,18,18.1,17.95,18.05,+,0.05,18,49,18.1,90,9.7
9935,慶豐富,820050,384,19643707,23.3,24.4,23.25,24.1,+,0.85,24.1,7,24.15,8,16.07
9937,全國,371000,151,15872550,42.65,42.95,42.5,42.75,+,0.05,42.75,1,42.95,1,17.45
9938,百和,1374767,944,101422873,75,75.5,72.6,73.5,-,1.7,73.5,19,73.6,7,15.64
9939,宏全,602623,405,31185384,51.6,51.9,51.4,51.8,+,0.2,51.7,17,51.8,15,13.25
9940,信義,331000,203,10857845,33.1,33.15,32.6,33.05,-,0.1,33,3,33.05,3,14.12
9941,裕融,115600,126,12782395,110.5,111,110,111,+,0.5,110.5,15,111,19,15.63
9942,茂順,72000,53,5193100,72.5,72.5,72,72,-,0.5,72,18,72.1,2,13.09
9943,好樂迪,238876,137,15849638,66.3,66.4,66.2,66.4,+,0.1,66.3,52,66.4,17,10.46
9944,新麗,621480,202,11790856,19.3,19.3,18.3,18.35,-,0.55,18.3,13,18.4,22,152.92
9945,潤泰新,443076,287,18058593,40.95,40.95,40.65,40.7,-,0.2,40.65,14,40.7,5,4.31
9946,三發地產,2440325,1004,50246492,20.6,20.9,20.15,20.6, ,0,20.6,24,20.65,54,7.05
9955,佳龍,4615399,2298,76946270,16.05,17.1,16,16.7,+,0.8,16.7,5,16.75,1,0
9958,世紀鋼,5194018,3372,356008642,68.7,69.7,67.5,68.7,+,0.1,68.6,19,68.7,12,404.12
